pair_id,row_index,baseline_row_index,prompt_id,seed_idx,seed,original_prompt,intervention_prompt,baseline_audio_path,intervention_audio_path,baseline_ratio,intervention_ratio,baseline_present,intervention_present,steps,cfg_scale,duration_s_requested,baseline_clap_original_prompt,baseline_duration_s,baseline_sample_rate,baseline_rms,baseline_loudness_dbfs,baseline_peak,baseline_near_silent,baseline_spectral_centroid_hz,baseline_spectral_flatness,baseline_prompt_diversity,intervention_clap_original_prompt,intervention_duration_s,intervention_sample_rate,intervention_rms,intervention_loudness_dbfs,intervention_peak,intervention_near_silent,intervention_spectral_centroid_hz,intervention_spectral_flatness,intervention_prompt_diversity,delta_clap_original_prompt,delta_loudness_dbfs,delta_spectral_centroid_hz,delta_prompt_diversity,delta_present
sa3pair_039,39,127,held_out_0240,7,2026072307,"A doomy metal cut at a gentle tempo around 75 bpm, featuring down-tuned bass walking under a half-time groove, in verse-chorus form, with an instrumental coda built on the opening motif, in English. Lyrics: I called my mother from a payphone / she asked which city","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A doomy metal cut at a gentle tempo around 75 bpm, featuring down-tuned bass walking under a half-time groove, in verse-chorus form, with an instrumental coda built on the opening motif, in English. Lyrics: I called my mother from a payphone / she asked which city The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0240/sa3_held_out_0240_s07_2026072307.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0240/sa3_vocal_boost_held_out_0240_s07_2026072307.wav,1.27342480746358e-06,0.2972071224949338,0,1,4,1.0,8.0,0.2533363699913025,8.0,44100,0.14221668025616355,-16.940989265040972,0.971923828125,False,3867.1543240159563,0.23410421625360792,0.15035904092448094,0.28875666856765747,8.0,44100,0.11814987807367698,-18.551334444145844,0.670166015625,False,3587.4725017351884,0.1789400567467905,0.2611512520483562,0.03542029857635498,-1.610345179104872,-279.68182228076785,0.11079221112387527,1
sa3pair_040,40,128,held_out_0001,0,2026072400,"A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0001/sa3_held_out_0001_s00_2026072400.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0001/sa3_vocal_boost_held_out_0001_s00_2026072400.wav,0.09843825719439551,0.07612176597593748,0,0,4,1.0,8.0,0.4431607723236084,8.0,44100,0.20638031095826806,-13.706634750397281,1.0,False,3481.7982497883354,0.2342345894126824,0.22104540467262268,0.48839491605758667,8.0,44100,0.1775694391365993,-15.012635541013932,0.95556640625,False,3960.5099807009374,0.313853210873403,0.18536782903330662,0.04523414373397827,-1.3060007906166504,478.711730912602,-0.03567757563931606,0
sa3pair_041,41,129,held_out_0001,1,2026072401,"A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0001/sa3_held_out_0001_s01_2026072401.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0001/sa3_vocal_boost_held_out_0001_s01_2026072401.wav,9.71139732674177e-06,0.10029916604636785,0,0,4,1.0,8.0,0.4931764602661133,8.0,44100,0.21778036273105167,-13.239625663508791,1.0,False,3675.2706411247405,0.28611207949374895,0.22104540467262268,0.49231207370758057,8.0,44100,0.20854622702985928,-13.615953258049384,0.98681640625,False,3835.9258727147944,0.30231051585797564,0.18536782903330662,-0.0008643865585327148,-0.3763275945405926,160.65523159005397,-0.03567757563931606,0
sa3pair_042,42,130,held_out_0001,2,2026072402,"A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0001/sa3_held_out_0001_s02_2026072402.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0001/sa3_vocal_boost_held_out_0001_s02_2026072402.wav,8.857006066382898e-05,0.15942327611534712,0,0,4,1.0,8.0,0.5270760655403137,8.0,44100,0.15683778625620384,-16.090985926709777,1.0,False,3384.3131154177295,0.2563360631544144,0.22104540467262268,0.5082380771636963,8.0,44100,0.16699906540570647,-15.545719186662737,0.994384765625,False,3310.1701373356996,0.25485414419213676,0.18536782903330662,-0.01883798837661743,0.5452667400470403,-74.14297808202991,-0.03567757563931606,0
sa3pair_043,43,131,held_out_0001,3,2026072403,"A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0001/sa3_held_out_0001_s03_2026072403.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0001/sa3_vocal_boost_held_out_0001_s03_2026072403.wav,0.057327221533249186,0.5698422217645505,0,1,4,1.0,8.0,0.4535587430000305,8.0,44100,0.10682237126877499,-19.426755713723363,1.0,False,3388.0694608035674,0.20795767533060563,0.22104540467262268,0.4249245524406433,8.0,44100,0.13902696676340448,-17.138019048063565,0.861328125,False,4503.367088791169,0.2789002467715785,0.18536782903330662,-0.028634190559387207,2.2887366656597976,1115.297627987602,-0.03567757563931606,1
sa3pair_044,44,132,held_out_0001,4,2026072404,"A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0001/sa3_held_out_0001_s04_2026072404.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0001/sa3_vocal_boost_held_out_0001_s04_2026072404.wav,1.482134498407235e-06,0.023164186244941366,0,0,4,1.0,8.0,0.5188179016113281,8.0,44100,0.19738509595958853,-14.093712857732168,1.0,False,3237.469067001713,0.2405768950600803,0.22104540467262268,0.5217238068580627,8.0,44100,0.20099524400296345,-13.936284376735093,1.0,False,3395.958909304227,0.27547967749998736,0.18536782903330662,0.002905905246734619,0.15742848099707452,158.4898423025138,-0.03567757563931606,0
sa3pair_045,45,133,held_out_0001,5,2026072405,"A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0001/sa3_held_out_0001_s05_2026072405.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0001/sa3_vocal_boost_held_out_0001_s05_2026072405.wav,1.8817087156773856e-05,0.0982155977011867,0,0,4,1.0,8.0,0.46804079413414,8.0,44100,0.17188725141305858,-15.295126660124838,1.0,False,3669.6019407502595,0.2926745494392702,0.22104540467262268,0.5098304748535156,8.0,44100,0.1772978815750965,-15.025929069791264,0.980224609375,False,3418.6994029364614,0.2756683794582172,0.18536782903330662,0.04178968071937561,0.26919759033357415,-250.90253781379806,-0.03567757563931606,0
sa3pair_046,46,134,held_out_0001,6,2026072406,"A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0001/sa3_held_out_0001_s06_2026072406.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0001/sa3_vocal_boost_held_out_0001_s06_2026072406.wav,2.5656696040235976e-05,0.2417292815971964,0,1,4,1.0,8.0,0.45901793241500854,8.0,44100,0.10653658965501307,-19.45002419076747,1.0,False,3086.6812127490916,0.20781058746686243,0.22104540467262268,0.4108712077140808,8.0,44100,0.13840277285420857,-17.17710417688889,1.0,False,3556.5621489915675,0.2695513929904175,0.18536782903330662,-0.048146724700927734,2.2729200138785792,469.88093624247585,-0.03567757563931606,1
sa3pair_047,47,135,held_out_0001,7,2026072407,"A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A doomy metal tune driving at 140 bpm, featuring tremolo-picked rhythm guitar, blast beats, layered screams, in verse-chorus form, with a clean intro into a heavy main riff, in English. Lyrics: the train pulled out at six / I did not wave / I stood by the window and counted the cars The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0001/sa3_held_out_0001_s07_2026072407.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0001/sa3_vocal_boost_held_out_0001_s07_2026072407.wav,0.024275854800425385,0.08041667003416055,0,0,4,1.0,8.0,0.41531121730804443,8.0,44100,0.16117226272619056,-15.854193938143641,1.0,False,2402.0361289267216,0.15498842308921357,0.22104540467262268,0.4975683093070984,8.0,44100,0.18928476777568504,-14.4576866681233,0.87841796875,False,3018.6733031444373,0.23112417879126912,0.18536782903330662,0.08225709199905396,1.3965072700203418,616.6371742177157,-0.03567757563931606,0
sa3pair_048,48,136,held_out_0008,0,2026072500,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0008/sa3_held_out_0008_s00_2026072500.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0008/sa3_vocal_boost_held_out_0008_s00_2026072500.wav,6.055909613580702e-07,6.44089643904311e-05,0,0,4,1.0,8.0,0.4134948253631592,8.0,44100,0.0916434283434717,-20.757973447967576,0.536865234375,False,4177.269927344027,0.34202486233154605,0.15642350060599186,0.4527655839920044,8.0,44100,0.12337956663186081,-18.175135190792325,0.74072265625,False,3645.71352077394,0.3237521460724462,0.2426711959498269,0.039270758628845215,2.5828382571752506,-531.5564065700864,0.08624769534383503,0
sa3pair_049,49,137,held_out_0008,1,2026072501,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0008/sa3_held_out_0008_s01_2026072501.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0008/sa3_vocal_boost_held_out_0008_s01_2026072501.wav,2.078785594819151e-06,1.7223389921757078e-05,0,0,4,1.0,8.0,0.44107913970947266,8.0,44100,0.07713195091445889,-22.255313675959975,0.4583740234375,False,4015.143672041793,0.3394533157304184,0.15642350060599186,0.46706047654151917,8.0,44100,0.12362984604940101,-18.157533431249785,0.84326171875,False,3500.43366523092,0.3221495504401274,0.2426711959498269,0.02598133683204651,4.09778024471019,-514.710006810873,0.08624769534383503,0
sa3pair_050,50,138,held_out_0008,2,2026072502,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0008/sa3_held_out_0008_s02_2026072502.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0008/sa3_vocal_boost_held_out_0008_s02_2026072502.wav,2.4692080364670776e-06,1.329290152674753e-06,0,0,4,1.0,8.0,0.4800867736339569,8.0,44100,0.07602532831470961,-22.38083391365784,0.637939453125,False,6555.89651805405,0.5065571502952565,0.15642350060599186,0.41293224692344666,8.0,44100,0.15068786731331174,-16.438434273016956,0.99462890625,False,4076.897733986298,0.3448395998645696,0.2426711959498269,-0.06715452671051025,5.9423996406408826,-2478.998784067752,0.08624769534383503,0
sa3pair_051,51,139,held_out_0008,3,2026072503,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0008/sa3_held_out_0008_s03_2026072503.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0008/sa3_vocal_boost_held_out_0008_s03_2026072503.wav,2.9087971126260067e-05,6.286860755671848e-06,0,0,4,1.0,8.0,0.34322720766067505,8.0,44100,0.131401254286268,-17.628009784260673,0.77490234375,False,4689.385675370801,0.3921937163830662,0.15642350060599186,0.42684558033943176,8.0,44100,0.20063873033511095,-13.951704582119117,1.0,False,3422.6693170944823,0.2997106340808011,0.2426711959498269,0.08361837267875671,3.676305202141556,-1266.7163582763192,0.08624769534383503,0
sa3pair_052,52,140,held_out_0008,4,2026072504,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0008/sa3_held_out_0008_s04_2026072504.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0008/sa3_vocal_boost_held_out_0008_s04_2026072504.wav,9.197886619771515e-07,0.32099709145242833,0,1,4,1.0,8.0,0.3335307836532593,8.0,44100,0.07048527456392778,-23.03803208389048,0.4222412109375,False,4973.237742389999,0.4296324954304734,0.15642350060599186,0.33266401290893555,8.0,44100,0.13638971865918717,-17.30436732934926,0.841796875,False,3135.978707351719,0.29148394503846403,0.2426711959498269,-0.0008667707443237305,5.73366475454122,-1837.2590350382798,0.08624769534383503,1
sa3pair_053,53,141,held_out_0008,5,2026072505,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0008/sa3_held_out_0008_s05_2026072505.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0008/sa3_vocal_boost_held_out_0008_s05_2026072505.wav,9.521017755244733e-07,0.35935613304683794,0,1,4,1.0,8.0,0.36394810676574707,8.0,44100,0.1166630270494823,-18.66133518287043,0.85888671875,False,3644.7818139716146,0.3190627802940502,0.15642350060599186,0.4709848165512085,8.0,44100,0.16480595616074384,-15.660541935180843,0.896240234375,False,3749.8014867739957,0.32506598586441326,0.2426711959498269,0.10703670978546143,3.0007932476895878,105.01967280238114,0.08624769534383503,1
sa3pair_054,54,142,held_out_0008,6,2026072506,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0008/sa3_held_out_0008_s06_2026072506.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0008/sa3_vocal_boost_held_out_0008_s06_2026072506.wav,9.369441058393998e-07,9.49855322551561e-07,0,0,4,1.0,8.0,0.2939766049385071,8.0,44100,0.11382655333332083,-18.875128287650135,0.57373046875,False,4459.707513027315,0.3755707940412091,0.15642350060599186,0.4858444333076477,8.0,44100,0.18402027462235204,-14.702686510294729,0.964599609375,False,3752.9038281246458,0.3303497227063034,0.2426711959498269,0.19186782836914062,4.172441777355406,-706.8036849026694,0.08624769534383503,0
sa3pair_055,55,143,held_out_0008,7,2026072507,"A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A modal jazz track around 110 bpm, featuring vibraphone, bass, and light cymbal washes. Lyrics in English. Lyrics: I changed all the locks / and then changed them again The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0008/sa3_held_out_0008_s07_2026072507.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0008/sa3_vocal_boost_held_out_0008_s07_2026072507.wav,1.1789907424687789e-06,0.00024296071489667912,0,0,4,1.0,8.0,0.4259566068649292,8.0,44100,0.06836872937179146,-23.302849827170316,0.475830078125,False,5825.41734381869,0.49668197193367697,0.15642350060599186,0.5383696556091309,8.0,44100,0.14916884457399932,-16.526437483982775,0.77001953125,False,3172.2496422104764,0.2828834635209678,0.2426711959498269,0.11241304874420166,6.776412343187541,-2653.1677016082135,0.08624769534383503,0
sa3pair_056,56,144,held_out_0016,0,2026072600,"A mid-90s alt-rock rock × electronic fusion (ambient-techno touches) song very fast, 175+ bpm, featuring two interlocking guitars, one clean one driven, with a melodic bassline. Lyrics in English. Lyrics: I am keeping a list / of things you would have liked / so far it is mostly small dogs","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A mid-90s alt-rock rock × electronic fusion (ambient-techno touches) song very fast, 175+ bpm, featuring two interlocking guitars, one clean one driven, with a melodic bassline. Lyrics in English. Lyrics: I am keeping a list / of things you would have liked / so far it is mostly small dogs The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0016/sa3_held_out_0016_s00_2026072600.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0016/sa3_vocal_boost_held_out_0016_s00_2026072600.wav,0.0013185326667238654,0.21422201479219216,0,1,4,1.0,8.0,0.3495748043060303,8.0,44100,0.1602827843127979,-15.902262438689776,1.0,False,3546.0037551078544,0.2491388032734659,0.17427381021635868,0.2904275059700012,8.0,44100,0.17257212610631711,-15.26058700622881,0.926025390625,False,3224.7125253520517,0.18249827599189364,0.1341771121535983,-0.05914729833602905,0.6416754324609659,-321.29122975580276,-0.040096698062760394,1
sa3pair_057,57,145,held_out_0016,1,2026072601,"A mid-90s alt-rock rock × electronic fusion (ambient-techno touches) song very fast, 175+ bpm, featuring two interlocking guitars, one clean one driven, with a melodic bassline. Lyrics in English. Lyrics: I am keeping a list / of things you would have liked / so far it is mostly small dogs","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A mid-90s alt-rock rock × electronic fusion (ambient-techno touches) song very fast, 175+ bpm, featuring two interlocking guitars, one clean one driven, with a melodic bassline. Lyrics in English. Lyrics: I am keeping a list / of things you would have liked / so far it is mostly small dogs The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0016/sa3_held_out_0016_s01_2026072601.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0016/sa3_vocal_boost_held_out_0016_s01_2026072601.wav,0.13714371930645824,0.1726005465655802,0,0,4,1.0,8.0,0.38418784737586975,8.0,44100,0.1626237360870286,-15.776321315148225,1.0,False,3860.0768356992207,0.25211765399778513,0.17427381021635868,0.31177031993865967,8.0,44100,0.14486077041949627,-16.78098418802896,0.829345703125,False,3400.8178676945045,0.18564205113573135,0.1341771121535983,-0.07241752743721008,-1.0046628728807345,-459.2589680047163,-0.040096698062760394,0
sa3pair_058,58,146,held_out_0016,2,2026072602,"A mid-90s alt-rock rock × electronic fusion (ambient-techno touches) song very fast, 175+ bpm, featuring two interlocking guitars, one clean one driven, with a melodic bassline. Lyrics in English. Lyrics: I am keeping a list / of things you would have liked / so far it is mostly small dogs","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A mid-90s alt-rock rock × electronic fusion (ambient-techno touches) song very fast, 175+ bpm, featuring two interlocking guitars, one clean one driven, with a melodic bassline. Lyrics in English. Lyrics: I am keeping a list / of things you would have liked / so far it is mostly small dogs The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0016/sa3_held_out_0016_s02_2026072602.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0016/sa3_vocal_boost_held_out_0016_s02_2026072602.wav,1.603870414855617e-05,0.20222059786688815,0,1,4,1.0,8.0,0.2679211497306824,8.0,44100,0.1694078987967734,-15.421326883190268,1.0,False,3185.042737706712,0.21054776133831715,0.17427381021635868,0.3106347918510437,8.0,44100,0.154491548090224,-16.221905498657538,1.0,False,3016.5437861188175,0.19647587495654664,0.1341771121535983,0.04271364212036133,-0.8005786154672698,-168.49895158789468,-0.040096698062760394,1
sa3pair_059,59,147,held_out_0016,3,2026072603,"A mid-90s alt-rock rock × electronic fusion (ambient-techno touches) song very fast, 175+ bpm, featuring two interlocking guitars, one clean one driven, with a melodic bassline. Lyrics in English. Lyrics: I am keeping a list / of things you would have liked / so far it is mostly small dogs","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A mid-90s alt-rock rock × electronic fusion (ambient-techno touches) song very fast, 175+ bpm, featuring two interlocking guitars, one clean one driven, with a melodic bassline. Lyrics in English. Lyrics: I am keeping a list / of things you would have liked / so far it is mostly small dogs The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0016/sa3_held_out_0016_s03_2026072603.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0016/sa3_vocal_boost_held_out_0016_s03_2026072603.wav,0.10842479348243954,0.221442291345671,0,1,4,1.0,8.0,0.2991871237754822,8.0,44100,0.15998217441969187,-15.918568094686405,1.0,False,4153.169046350126,0.295538192195555,0.17427381021635868,0.32609981298446655,8.0,44100,0.14714082668756945,-16.645336165429846,0.72412109375,False,4065.4523696439796,0.2544906173372324,0.1341771121535983,0.026912689208984375,-0.7267680707434412,-87.7166767061467,-0.040096698062760394,1
sa3pair_060,60,148,held_out_0016,4,2026072604,"A mid-90s alt-rock rock × electronic fusion (ambient-techno touches) song very fast, 175+ bpm, featuring two interlocking guitars, one clean one driven, with a melodic bassline. Lyrics in English. Lyrics: I am keeping a list / of things you would have liked / so far it is mostly small dogs","Clear lead human singing with audible vocals, prominent sung vocal melody, lead voice present throughout, intelligible vocal line. A mid-90s alt-rock rock × electronic fusion (ambient-techno touches) song very fast, 175+ bpm, featuring two interlocking guitars, one clean one driven, with a melodic bassline. Lyrics in English. Lyrics: I am keeping a list / of things you would have liked / so far it is mostly small dogs The human voice must be clearly audible and central in the mix.",paper_prep/sao/stable_audio_3_medium/prevalence/audio/held_out_0016/sa3_held_out_0016_s04_2026072604.wav,paper_prep/sao/stable_audio_3_medium/intervention/vocal_boost/audio/held_out_0016/sa3_vocal_boost_held_out_0016_s04_2026072604.wav,0.039297413723346726,0.2000898279895338,0,1,4,1.0,8.0,0.31190675497055054,8.0,44100,0.14639575588632187,-16.689430271818722,0.93212890625,False,3784.729178344361,0.27140270993511567,0.17427381021635868,0.2767464518547058,8.0,44100,0.13601895628921404,-17.328011238756357,0.7529296875,False,3995.4301667986715,0.22086819531283028,0.1341771121535983,-0.03516030311584473,-0.638580966937635,210.7009884543104,-0.040096698062760394,1
