task_id,original_task_id,prompt_rank,prompt_id,condition,seed_idx,seed,cfg_scale,duration_seconds,corrected_full_text,corrected_text_sha256,output_path,analysis_role,invalid_predecessor_path,seed_policy
w2fact_07_5_04_positive_v2,w2fact_07_5_04,7,held_out_0088,positive_sampler,4,2034007004,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s04_2034007004.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s04_2034007004.flac,exact_CRN_replacement_not_independent_observation
w2fact_07_5_05_positive_v2,w2fact_07_5_05,7,held_out_0088,positive_sampler,5,2034007005,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s05_2034007005.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s05_2034007005.flac,exact_CRN_replacement_not_independent_observation
w2fact_07_5_06_positive_v2,w2fact_07_5_06,7,held_out_0088,positive_sampler,6,2034007006,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s06_2034007006.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s06_2034007006.flac,exact_CRN_replacement_not_independent_observation
w2fact_07_5_07_positive_v2,w2fact_07_5_07,7,held_out_0088,positive_sampler,7,2034007007,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s07_2034007007.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s07_2034007007.flac,exact_CRN_replacement_not_independent_observation
w2fact_07_5_08_positive_v2,w2fact_07_5_08,7,held_out_0088,positive_sampler,8,2034007008,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s08_2034007008.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s08_2034007008.flac,exact_CRN_replacement_not_independent_observation
w2fact_07_5_09_positive_v2,w2fact_07_5_09,7,held_out_0088,positive_sampler,9,2034007009,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s09_2034007009.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s09_2034007009.flac,exact_CRN_replacement_not_independent_observation
w2fact_07_5_10_positive_v2,w2fact_07_5_10,7,held_out_0088,positive_sampler,10,2034007010,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s10_2034007010.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s10_2034007010.flac,exact_CRN_replacement_not_independent_observation
w2fact_07_5_11_positive_v2,w2fact_07_5_11,7,held_out_0088,positive_sampler,11,2034007011,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s11_2034007011.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s11_2034007011.flac,exact_CRN_replacement_not_independent_observation
w2fact_07_5_12_positive_v2,w2fact_07_5_12,7,held_out_0088,positive_sampler,12,2034007012,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s12_2034007012.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s12_2034007012.flac,exact_CRN_replacement_not_independent_observation
w2fact_07_5_13_positive_v2,w2fact_07_5_13,7,held_out_0088,positive_sampler,13,2034007013,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s13_2034007013.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s13_2034007013.flac,exact_CRN_replacement_not_independent_observation
w2fact_07_5_14_positive_v2,w2fact_07_5_14,7,held_out_0088,positive_sampler,14,2034007014,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s14_2034007014.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s14_2034007014.flac,exact_CRN_replacement_not_independent_observation
w2fact_07_5_15_positive_v2,w2fact_07_5_15,7,held_out_0088,positive_sampler,15,2034007015,7.5,15.0,"Make me a short classical piece — austere feel, very fast. Instrumental. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",373e09263020244b09e9925218aae1135e44666e0ee429632b9332adfd73881f,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0088/positive_sampler_v2_s15_2034007015.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0088/positive_sampler_s15_2034007015.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_00_positive_v2,w2fact_08_2_00,8,held_out_0040,positive_text,0,2034008000,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s00_2034008000.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s00_2034008000.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_01_positive_v2,w2fact_08_2_01,8,held_out_0040,positive_text,1,2034008001,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s01_2034008001.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s01_2034008001.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_02_positive_v2,w2fact_08_2_02,8,held_out_0040,positive_text,2,2034008002,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s02_2034008002.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s02_2034008002.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_03_positive_v2,w2fact_08_2_03,8,held_out_0040,positive_text,3,2034008003,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s03_2034008003.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s03_2034008003.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_04_positive_v2,w2fact_08_2_04,8,held_out_0040,positive_text,4,2034008004,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s04_2034008004.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s04_2034008004.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_05_positive_v2,w2fact_08_2_05,8,held_out_0040,positive_text,5,2034008005,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s05_2034008005.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s05_2034008005.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_06_positive_v2,w2fact_08_2_06,8,held_out_0040,positive_text,6,2034008006,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s06_2034008006.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s06_2034008006.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_07_positive_v2,w2fact_08_2_07,8,held_out_0040,positive_text,7,2034008007,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s07_2034008007.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s07_2034008007.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_08_positive_v2,w2fact_08_2_08,8,held_out_0040,positive_text,8,2034008008,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s08_2034008008.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s08_2034008008.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_09_positive_v2,w2fact_08_2_09,8,held_out_0040,positive_text,9,2034008009,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s09_2034008009.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s09_2034008009.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_10_positive_v2,w2fact_08_2_10,8,held_out_0040,positive_text,10,2034008010,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s10_2034008010.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s10_2034008010.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_11_positive_v2,w2fact_08_2_11,8,held_out_0040,positive_text,11,2034008011,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s11_2034008011.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s11_2034008011.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_12_positive_v2,w2fact_08_2_12,8,held_out_0040,positive_text,12,2034008012,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s12_2034008012.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s12_2034008012.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_13_positive_v2,w2fact_08_2_13,8,held_out_0040,positive_text,13,2034008013,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s13_2034008013.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s13_2034008013.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_14_positive_v2,w2fact_08_2_14,8,held_out_0040,positive_text,14,2034008014,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s14_2034008014.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s14_2034008014.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_2_15_positive_v2,w2fact_08_2_15,8,held_out_0040,positive_text,15,2034008015,5.0,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_text/held_out_0040/positive_text_v2_s15_2034008015.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_text/held_out_0040/positive_text_s15_2034008015.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_5_00_positive_v2,w2fact_08_5_00,8,held_out_0040,positive_sampler,0,2034008000,7.5,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0040/positive_sampler_v2_s00_2034008000.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0040/positive_sampler_s00_2034008000.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_5_01_positive_v2,w2fact_08_5_01,8,held_out_0040,positive_sampler,1,2034008001,7.5,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0040/positive_sampler_v2_s01_2034008001.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0040/positive_sampler_s01_2034008001.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_5_02_positive_v2,w2fact_08_5_02,8,held_out_0040,positive_sampler,2,2034008002,7.5,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0040/positive_sampler_v2_s02_2034008002.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0040/positive_sampler_s02_2034008002.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_5_03_positive_v2,w2fact_08_5_03,8,held_out_0040,positive_sampler,3,2034008003,7.5,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0040/positive_sampler_v2_s03_2034008003.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0040/positive_sampler_s03_2034008003.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_5_04_positive_v2,w2fact_08_5_04,8,held_out_0040,positive_sampler,4,2034008004,7.5,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0040/positive_sampler_v2_s04_2034008004.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0040/positive_sampler_s04_2034008004.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_5_05_positive_v2,w2fact_08_5_05,8,held_out_0040,positive_sampler,5,2034008005,7.5,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0040/positive_sampler_v2_s05_2034008005.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0040/positive_sampler_s05_2034008005.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_5_06_positive_v2,w2fact_08_5_06,8,held_out_0040,positive_sampler,6,2034008006,7.5,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0040/positive_sampler_v2_s06_2034008006.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0040/positive_sampler_s06_2034008006.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_5_07_positive_v2,w2fact_08_5_07,8,held_out_0040,positive_sampler,7,2034008007,7.5,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0040/positive_sampler_v2_s07_2034008007.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0040/positive_sampler_s07_2034008007.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_5_08_positive_v2,w2fact_08_5_08,8,held_out_0040,positive_sampler,8,2034008008,7.5,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0040/positive_sampler_v2_s08_2034008008.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0040/positive_sampler_s08_2034008008.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_5_09_positive_v2,w2fact_08_5_09,8,held_out_0040,positive_sampler,9,2034008009,7.5,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0040/positive_sampler_v2_s09_2034008009.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0040/positive_sampler_s09_2034008009.flac,exact_CRN_replacement_not_independent_observation
w2fact_08_5_10_positive_v2,w2fact_08_5_10,8,held_out_0040,positive_sampler,10,2034008010,7.5,15.0,"A shimmering pop × hip-hop fusion (smoky touches) composition upbeat around 130 bpm, featuring glassy keys and a subtle clap pattern. instrumental arrangement led by synthesizer, drums, bass, and melodic instruments.",2bb8f101e05d0b70b95cdc1dca537d9c3c06b65d59eae580dfd0c057ffb305ca,paper_prep/w2_execution_20260712/factorial/audio_positive_v2/positive_sampler/held_out_0040/positive_sampler_v2_s10_2034008010.flac,PRIMARY_CORRECTED_POSITIVE_ONLY_REPLACEMENT,paper_prep/w2_execution_20260712/factorial/audio/positive_sampler/held_out_0040/positive_sampler_s10_2034008010.flac,exact_CRN_replacement_not_independent_observation
