rating_id,label_a_voice_presence,confidence_1_to_5,notes,rating_source,bundle_rating_id,judge_validation_status,judge_model_id,judge_gold_set_hash,judge_calibration_metrics,judge_raw_response_ledger,judge_raw_response_ledger_sha256,label_b_constraint
aprime_0132_b7fe0e099d2e,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0133_d4f8f68c88ba,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0134_3c451313bfec,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0135_2347acb2f00b,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0136_1d0c4fd55375,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0137_0db624ebcb90,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0138_3aa3e7c456ee,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0139_ac58d00f389e,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0140_06175ab981e6,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0141_df3cb4cf5301,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0142_a2eefd741ab7,no,5,,pi:Richard,r_4176fed4f5948d45768f,,,,,,,
aprime_0143_15597a02f452,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0144_3ef89fa4bfb9,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0145_0a1183a4420d,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0146_407f0a18843f,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0147_e77de5e80729,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0148_6322db97e0dc,yes,3,,pi:Richard,r_cf9ba59c66a00991323c,,,,,,,
aprime_0149_e2499348a3e4,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0150_be0a0e2f9217,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0151_ba0b2687d533,yes,3,,pi:Richard,r_1602b32ba3bfb0df0968,,,,,,,
aprime_0152_293b2034cccc,yes,5,,pi:Richard,r_e1c9b14ebee68089cf28,,,,,,,
aprime_0153_10b8552cf5af,yes,5,,pi:Richard,r_1d2aa14c0099a237e3a9,,,,,,,
aprime_0154_344e9c576e84,no,5,,pi:Richard,r_a6d6f5adf3f2f2fd6d51,,,,,,,
aprime_0155_e80e38ceb0a1,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0156_48ce3ea0918f,yes,5,,pi:Richard,r_13b07986474ff2a3a1ff,,,,,,,
aprime_0157_f644674b7f1b,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0158_2e89fd88cffe,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0159_42c1983bce64,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0160_3a79b0f3a5c8,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0161_8a7aad56318a,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0162_8bfe80d445ae,yes,5,,pi:Richard,r_7ca81c7ff7d9f4403d5d,,,,,,,
aprime_0163_966da187949b,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0164_d862c130cd9f,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0165_885e0aa7efcd,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0166_38c774b611f5,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0167_57dbf48ee9ac,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0168_9cb61a417965,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0169_53af4593e3de,yes,5,,pi:Richard,r_5a713bc9c7099bfdbb4c,,,,,,,
aprime_0170_84235b40b160,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0171_d2f5c551d7f3,yes,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
aprime_0172_f587b7170dc5,no,,,judge:Qwen3-Omni-30B-A3B-Instruct:validated:2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,,PASS,Qwen3-Omni-30B-A3B-Instruct,2b2008a63ff4a9e95c20384062baa510575c292bfa3809fc33abac128d380594,"{""abstention_rate"": 0.0, ""balanced_accuracy"": 0.9507049553608808, ""mcc"": 0.9461842088410681, ""sensitivity"": 0.9914210137502085, ""specificity"": 0.9099888969715532}",/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/t7_judge_gold_20260713/judge_completion/A_PRIME_ALL_JUDGE_RAW_RESPONSES.jsonl,7c7da235e3399ce9e4ec60b851575909140be66301616f183dfb1f3710c1e398,unsure
