task_id,source_spine_row,record_id,prompt_id,prompt_source,prompt_serialized_sha256,candidate_index,candidate_seed,candidate_uid,vocal_stratum,requested_vocal,generation_role,source_audio_path,target_audio_path,generation_output_path,historical_old_ratio,historical_old_near_silent,historical_old_present_0p1791,historical_old_ledger,cfg_scale,steps,cfg_type,guidance_interval,dtype
dev_0036__cand01,290,fd6b37e053031212bad4f3b5,dev_0036,configs/prompts/dev.jsonl,ac1786060ad78d257369738d94c336ecea1c72cd610d36553a26542eee869030,1,2026088701,dev_0036__cand01,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_01_seed2026088701.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_01_seed2026088701.wav,0.00035,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0036__cand02,291,8f2f8f762528866f32fafe52,dev_0036,configs/prompts/dev.jsonl,ac1786060ad78d257369738d94c336ecea1c72cd610d36553a26542eee869030,2,2026088702,dev_0036__cand02,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_02_seed2026088702.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_02_seed2026088702.wav,0.00028,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0036__cand03,292,de40d765786f988dae624f44,dev_0036,configs/prompts/dev.jsonl,ac1786060ad78d257369738d94c336ecea1c72cd610d36553a26542eee869030,3,2026088703,dev_0036__cand03,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_03_seed2026088703.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_03_seed2026088703.wav,3e-05,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0036__cand04,293,8479cac405c9f60583e43530,dev_0036,configs/prompts/dev.jsonl,ac1786060ad78d257369738d94c336ecea1c72cd610d36553a26542eee869030,4,2026088704,dev_0036__cand04,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_04_seed2026088704.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_04_seed2026088704.wav,0.0,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0036__cand05,294,96953fdeb7f138431c8d11d9,dev_0036,configs/prompts/dev.jsonl,ac1786060ad78d257369738d94c336ecea1c72cd610d36553a26542eee869030,5,2026088705,dev_0036__cand05,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_05_seed2026088705.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_05_seed2026088705.wav,0.00644,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0036__cand06,295,7465f6c1159d11a4a786f801,dev_0036,configs/prompts/dev.jsonl,ac1786060ad78d257369738d94c336ecea1c72cd610d36553a26542eee869030,6,2026088706,dev_0036__cand06,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_06_seed2026088706.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_06_seed2026088706.wav,0.2282,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0036__cand07,296,14f8ba02cddc4855527a02b7,dev_0036,configs/prompts/dev.jsonl,ac1786060ad78d257369738d94c336ecea1c72cd610d36553a26542eee869030,7,2026088707,dev_0036__cand07,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_07_seed2026088707.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0036/candidate_07_seed2026088707.wav,1e-05,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0037__cand00,297,fc5734fd732433236af87155,dev_0037,configs/prompts/dev.jsonl,06c6c9eef858ae6559d05a45001f0c256f5f8e9b5a09daade41a61b6456bca33,0,2026089700,dev_0037__cand00,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_00_seed2026089700.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_00_seed2026089700.wav,0.0731,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0037__cand01,298,b4229a861f7c50c57ea65aa8,dev_0037,configs/prompts/dev.jsonl,06c6c9eef858ae6559d05a45001f0c256f5f8e9b5a09daade41a61b6456bca33,1,2026089701,dev_0037__cand01,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_01_seed2026089701.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_01_seed2026089701.wav,0.38644,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0037__cand02,299,ab307f7955cf63b13c9c1b62,dev_0037,configs/prompts/dev.jsonl,06c6c9eef858ae6559d05a45001f0c256f5f8e9b5a09daade41a61b6456bca33,2,2026089702,dev_0037__cand02,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_02_seed2026089702.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_02_seed2026089702.wav,0.26914,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0037__cand03,300,ed07e06481aa7b5e970ccc8f,dev_0037,configs/prompts/dev.jsonl,06c6c9eef858ae6559d05a45001f0c256f5f8e9b5a09daade41a61b6456bca33,3,2026089703,dev_0037__cand03,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_03_seed2026089703.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_03_seed2026089703.wav,0.28582,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0037__cand04,301,cf18536dbc1b4bb6953d8fb0,dev_0037,configs/prompts/dev.jsonl,06c6c9eef858ae6559d05a45001f0c256f5f8e9b5a09daade41a61b6456bca33,4,2026089704,dev_0037__cand04,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_04_seed2026089704.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_04_seed2026089704.wav,0.08534,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0037__cand05,302,7ef815a8972fa624b68af39d,dev_0037,configs/prompts/dev.jsonl,06c6c9eef858ae6559d05a45001f0c256f5f8e9b5a09daade41a61b6456bca33,5,2026089705,dev_0037__cand05,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_05_seed2026089705.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_05_seed2026089705.wav,0.43838,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0037__cand06,303,ac5a7ca3feac54ce40bd049f,dev_0037,configs/prompts/dev.jsonl,06c6c9eef858ae6559d05a45001f0c256f5f8e9b5a09daade41a61b6456bca33,6,2026089706,dev_0037__cand06,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_06_seed2026089706.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_06_seed2026089706.wav,0.51347,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0037__cand07,304,010005d8975233b6acf13ef9,dev_0037,configs/prompts/dev.jsonl,06c6c9eef858ae6559d05a45001f0c256f5f8e9b5a09daade41a61b6456bca33,7,2026089707,dev_0037__cand07,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_07_seed2026089707.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0037/candidate_07_seed2026089707.wav,0.16254,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0038__cand00,305,ee9395927a1fbe151641395c,dev_0038,configs/prompts/dev.jsonl,81e1eebdf55d7a5df8829c05a356e012eb680c63112684af6de4ddbff321abac,0,2026090700,dev_0038__cand00,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_00_seed2026090700.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_00_seed2026090700.wav,0.24157,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0038__cand01,306,867c711088a2b006d2a0b245,dev_0038,configs/prompts/dev.jsonl,81e1eebdf55d7a5df8829c05a356e012eb680c63112684af6de4ddbff321abac,1,2026090701,dev_0038__cand01,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_01_seed2026090701.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_01_seed2026090701.wav,0.1445,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0038__cand02,307,689f9710e69c3e3bc5397378,dev_0038,configs/prompts/dev.jsonl,81e1eebdf55d7a5df8829c05a356e012eb680c63112684af6de4ddbff321abac,2,2026090702,dev_0038__cand02,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_02_seed2026090702.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_02_seed2026090702.wav,0.39097,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0038__cand03,308,849eb0eaa22c2aac422c888e,dev_0038,configs/prompts/dev.jsonl,81e1eebdf55d7a5df8829c05a356e012eb680c63112684af6de4ddbff321abac,3,2026090703,dev_0038__cand03,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_03_seed2026090703.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_03_seed2026090703.wav,0.15954,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0038__cand04,309,347bd38b735b1ae0ebdef54a,dev_0038,configs/prompts/dev.jsonl,81e1eebdf55d7a5df8829c05a356e012eb680c63112684af6de4ddbff321abac,4,2026090704,dev_0038__cand04,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_04_seed2026090704.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_04_seed2026090704.wav,0.23019,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0038__cand05,310,84e08042ed4385b5fbe0b0da,dev_0038,configs/prompts/dev.jsonl,81e1eebdf55d7a5df8829c05a356e012eb680c63112684af6de4ddbff321abac,5,2026090705,dev_0038__cand05,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_05_seed2026090705.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_05_seed2026090705.wav,0.21194,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0038__cand06,311,60b6738f00bbc9129bb52a99,dev_0038,configs/prompts/dev.jsonl,81e1eebdf55d7a5df8829c05a356e012eb680c63112684af6de4ddbff321abac,6,2026090706,dev_0038__cand06,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_06_seed2026090706.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_06_seed2026090706.wav,0.55123,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0038__cand07,312,8970b95ffa4fc8754e3830cf,dev_0038,configs/prompts/dev.jsonl,81e1eebdf55d7a5df8829c05a356e012eb680c63112684af6de4ddbff321abac,7,2026090707,dev_0038__cand07,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_07_seed2026090707.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0038/candidate_07_seed2026090707.wav,0.25072,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0039__cand00,313,6f7368160086099ef8bb720f,dev_0039,configs/prompts/dev.jsonl,327d2f0d3c63843180b2e6c5001f5ca5c941326c64024aece22041c4a8c69abd,0,2026091700,dev_0039__cand00,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_00_seed2026091700.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_00_seed2026091700.wav,0.17865,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0039__cand01,314,f34d867b8ef92e54bec3856f,dev_0039,configs/prompts/dev.jsonl,327d2f0d3c63843180b2e6c5001f5ca5c941326c64024aece22041c4a8c69abd,1,2026091701,dev_0039__cand01,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_01_seed2026091701.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_01_seed2026091701.wav,0.35486,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0039__cand02,315,e06c975560be2f684c0f2c3a,dev_0039,configs/prompts/dev.jsonl,327d2f0d3c63843180b2e6c5001f5ca5c941326c64024aece22041c4a8c69abd,2,2026091702,dev_0039__cand02,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_02_seed2026091702.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_02_seed2026091702.wav,0.17185,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0039__cand03,316,1d60880a36098b3f55513374,dev_0039,configs/prompts/dev.jsonl,327d2f0d3c63843180b2e6c5001f5ca5c941326c64024aece22041c4a8c69abd,3,2026091703,dev_0039__cand03,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_03_seed2026091703.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_03_seed2026091703.wav,0.39234,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0039__cand04,317,05ac6c3336c885e53405ead6,dev_0039,configs/prompts/dev.jsonl,327d2f0d3c63843180b2e6c5001f5ca5c941326c64024aece22041c4a8c69abd,4,2026091704,dev_0039__cand04,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_04_seed2026091704.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_04_seed2026091704.wav,0.34599,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0039__cand05,318,8629d79379692a139feb5fe6,dev_0039,configs/prompts/dev.jsonl,327d2f0d3c63843180b2e6c5001f5ca5c941326c64024aece22041c4a8c69abd,5,2026091705,dev_0039__cand05,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_05_seed2026091705.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_05_seed2026091705.wav,0.12496,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0039__cand06,319,7de62196e137efff8d8a2b0b,dev_0039,configs/prompts/dev.jsonl,327d2f0d3c63843180b2e6c5001f5ca5c941326c64024aece22041c4a8c69abd,6,2026091706,dev_0039__cand06,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_06_seed2026091706.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_06_seed2026091706.wav,0.49536,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0039__cand07,320,c908cf11a510954a7c587ced,dev_0039,configs/prompts/dev.jsonl,327d2f0d3c63843180b2e6c5001f5ca5c941326c64024aece22041c4a8c69abd,7,2026091707,dev_0039__cand07,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_07_seed2026091707.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0039/candidate_07_seed2026091707.wav,0.26013,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0040__cand00,321,e66f00d10718e4c919d9bfb1,dev_0040,configs/prompts/dev.jsonl,4706def441709092a1e8807c984121856bb853be027e997e5a57cb9d29b4ce90,0,2026092700,dev_0040__cand00,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_00_seed2026092700.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_00_seed2026092700.wav,0.05118,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0040__cand01,322,e48c9d8b7ab930285e2a4961,dev_0040,configs/prompts/dev.jsonl,4706def441709092a1e8807c984121856bb853be027e997e5a57cb9d29b4ce90,1,2026092701,dev_0040__cand01,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_01_seed2026092701.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_01_seed2026092701.wav,0.05594,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0040__cand02,323,0a07a2d2b252b7047fc21574,dev_0040,configs/prompts/dev.jsonl,4706def441709092a1e8807c984121856bb853be027e997e5a57cb9d29b4ce90,2,2026092702,dev_0040__cand02,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_02_seed2026092702.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_02_seed2026092702.wav,0.17916,false,1,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0040__cand03,324,1c879ae7b008ee8917fddeca,dev_0040,configs/prompts/dev.jsonl,4706def441709092a1e8807c984121856bb853be027e997e5a57cb9d29b4ce90,3,2026092703,dev_0040__cand03,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_03_seed2026092703.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_03_seed2026092703.wav,0.04896,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0040__cand04,325,40c8d1b8501517d68863a46e,dev_0040,configs/prompts/dev.jsonl,4706def441709092a1e8807c984121856bb853be027e997e5a57cb9d29b4ce90,4,2026092704,dev_0040__cand04,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_04_seed2026092704.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_04_seed2026092704.wav,0.09582,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0040__cand05,326,4b0ee289bd299898080051ca,dev_0040,configs/prompts/dev.jsonl,4706def441709092a1e8807c984121856bb853be027e997e5a57cb9d29b4ce90,5,2026092705,dev_0040__cand05,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_05_seed2026092705.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_05_seed2026092705.wav,0.04178,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0040__cand06,327,787e854bd53363d20042238c,dev_0040,configs/prompts/dev.jsonl,4706def441709092a1e8807c984121856bb853be027e997e5a57cb9d29b4ce90,6,2026092706,dev_0040__cand06,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_06_seed2026092706.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_06_seed2026092706.wav,0.0843,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0040__cand07,328,ebb99ff24691d4ac8ae819a5,dev_0040,configs/prompts/dev.jsonl,4706def441709092a1e8807c984121856bb853be027e997e5a57cb9d29b4ce90,7,2026092707,dev_0040__cand07,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_07_seed2026092707.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0040/candidate_07_seed2026092707.wav,0.05618,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0041__cand00,329,382f888fd858bd50490082a1,dev_0041,configs/prompts/dev.jsonl,52b5ded87318e55a124ecc9be7061f5ae2d4df7be4c0701a915483a37c477a53,0,2026093700,dev_0041__cand00,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_00_seed2026093700.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_00_seed2026093700.wav,0.0,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0041__cand01,330,4862ef3f4517b922e2216272,dev_0041,configs/prompts/dev.jsonl,52b5ded87318e55a124ecc9be7061f5ae2d4df7be4c0701a915483a37c477a53,1,2026093701,dev_0041__cand01,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_01_seed2026093701.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_01_seed2026093701.wav,0.00574,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0041__cand02,331,dee26f97ba857c9a89c71a0d,dev_0041,configs/prompts/dev.jsonl,52b5ded87318e55a124ecc9be7061f5ae2d4df7be4c0701a915483a37c477a53,2,2026093702,dev_0041__cand02,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_02_seed2026093702.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_02_seed2026093702.wav,0.00011,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0041__cand03,332,ca7af3f8996cf511d12c7826,dev_0041,configs/prompts/dev.jsonl,52b5ded87318e55a124ecc9be7061f5ae2d4df7be4c0701a915483a37c477a53,3,2026093703,dev_0041__cand03,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_03_seed2026093703.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_03_seed2026093703.wav,0.04658,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0041__cand04,333,4a2cc862484cd268a232731b,dev_0041,configs/prompts/dev.jsonl,52b5ded87318e55a124ecc9be7061f5ae2d4df7be4c0701a915483a37c477a53,4,2026093704,dev_0041__cand04,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_04_seed2026093704.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_04_seed2026093704.wav,0.01058,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0041__cand05,334,b3f67b0312dfb9599dab5340,dev_0041,configs/prompts/dev.jsonl,52b5ded87318e55a124ecc9be7061f5ae2d4df7be4c0701a915483a37c477a53,5,2026093705,dev_0041__cand05,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_05_seed2026093705.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_05_seed2026093705.wav,0.09775,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0041__cand06,335,be85c7f285796258ea7c5f19,dev_0041,configs/prompts/dev.jsonl,52b5ded87318e55a124ecc9be7061f5ae2d4df7be4c0701a915483a37c477a53,6,2026093706,dev_0041__cand06,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_06_seed2026093706.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_06_seed2026093706.wav,0.04762,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0041__cand07,336,e897e5a991c98f02eb5934ec,dev_0041,configs/prompts/dev.jsonl,52b5ded87318e55a124ecc9be7061f5ae2d4df7be4c0701a915483a37c477a53,7,2026093707,dev_0041__cand07,instrumental,0,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_07_seed2026093707.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0041/candidate_07_seed2026093707.wav,0.04855,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
dev_0042__cand00,337,3299f56cc73334acfbb1e509,dev_0042,configs/prompts/dev.jsonl,f168229e02e950a1b6279fc37b3aefc2de8050b2c58628a3ea5a25ce3dc24fb5,0,2026094700,dev_0042__cand00,vocal,1,missing_spine_reconstruction,,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0042/candidate_00_seed2026094700.wav,paper_prep/w2_execution_20260712/spine_reconstruction/audio/dev_0042/candidate_00_seed2026094700.wav,0.11767,false,0,orbit-research/adsr_phase2_20260604/vocal_presence_raw.jsonl,5.0,30,cfg,0.5,bfloat16
