clip_id,label_a_equivalent,true_label,provenance,source_bucket,rater,classification,media_class,clip_path,media_sha256,split
939c52e0fd,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0383_0d49a21c2ebc.wav,d0824491517a31a18d9dae523ce17275222a368a0ab66ddbba1939521da4feb1,reference_only
95a433a630,no,no,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0318_aff50034eabd.wav,339e5ed78b7cd9f5f23ddf0bfa32a6d4084f83e70efbdb5948848a66a1edcca6,reference_only
969a058baa,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0320_93f891edfbd2.wav,2ebf42a0fab934bb2fe681c877c71b9635add6ffc8e214f08c3ff8855946c6c5,reference_only
996e4da940,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0504_a572116e2b38.wav,b3d0d948d6815688c0b3f37f7cc997e59d4b9cc83d7278fdce8fb50fd3a239cd,reference_only
9b235a332d,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0251_85dbff5dabd1.wav,dd3211f838ad320698c7e05439219081e6d1106687d1b7053bffdb6de166e25e,reference_only
9b9b7358d2,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0334_ffa479660183.wav,749647c12564fd30d84f0b50f11002383454187d298ccee6d6d31325eeabf247,heldout
a461de6acd,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0468_95eb0717de90.wav,3e0d73ce346c042477d9914d1fbfcf06d8fb830221d29ce829f25a56141c1507,reference_only
a46eb6ec7b,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0194_2fece6846043.wav,9db98a62932d199ccc3bdf109d5b09d19ffe7724635994c6fdf37808264c61b0,reference_only
ac7444d64c,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0043_ebc25c0f11b3.wav,b4a458ee71dbe8da73a839861f2e15833b7ccbaec7cb77e827c41c3e0a283b6e,heldout
aee5f30ccb,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0016_190db19d0ad7.wav,59dfdda7c403cd37c13185b9e54755f25ba4eb4642e83602e375895579835a02,heldout
b543bf3e25,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0104_48bbf5a928f5.wav,6601ec74fc382b6bfb49fd30936deb13b9417254dcdb6e68d6bda5aa1bb9cb8a,reference_only
bb56e24b43,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0071_a6902228de1a.wav,55915924ce1b2850e33634bf7d46f2ab9fff03ec9eded9c82b0d89e8ac89d2c8,reference_only
bba9b607a2,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0651_ca2b2105628f.wav,838662904c5bbf5544fd450ef86d26cf0ccdcb4aa0f72c22115d8b3804b12210,reference_only
bc2b100662,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0011_b9def10055a4.wav,2b277caa164814cb13749e130b1a2b6faa0478575e8c364576ca27adfb665307,reference_only
bc807e6c28,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0570_e6aa58736a3d.wav,f1f8348fb38f1fb9203234b9a6d3f9febece49f8030057aee2a4f7f3823028bb,reference_only
bca94602c7,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0020_165d2ca6da9c.wav,a9564d61640a9dba5cb4aa5a1d6c307ba655c0c992a522e4682a576c2da42ee1,reference_only
bd008df9d0,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0366_9e753224479c.wav,e9fdef9dc998632021e237f65b18b3d9cb24b3338225cc5a8b6d6b691ab79dae,reference_only
bd8858cb7e,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0220_26f2409390d0.wav,694a081df9cf60d41b0a32a600c133210475a48cd6570fec02075885a8e6e48b,reference_only
c0022b7598,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0647_92e26629e8be.wav,8b30342130ea47408642661dddda4d2ab66a3dfd476d467995ee23909239cb71,reference_only
c7e03344ef,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0626_2ef9235a4c99.wav,00256dce79884623cf351159fdff3846b5156c07f27fae8da0d2580e3be78874,reference_only
c87365fc8d,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0090_cda7942f8b50.wav,8e4923c5c6ff51adbea1da3bf3b0f1a0880a5123a132d1b2c7b6886842744f9a,reference_only
c9372b74dd,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0021_ba5e95fbb64d.wav,fd1d443d13f0ba3eca934247c8942ce8a9ddc84916c1637ef9379dc8c5d7672c,reference_only
c95376a3eb,no,no,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0280_d7a50f490b4f.wav,803db7b77532e20237abea03372ef2527943d16b5f6d6f3ec966982e4a0a8f55,reference_only
c9c7da8014,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0293_02e92a28b5e8.wav,e7a0b6615e31c7ecddfbd4f0b5bd9ef028438d9d3b72b3c5d6843e2119877ce6,reference_only
cb1a090c71,no,no,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0586_b4d59b9dd370.wav,1c685f428107106ca2d4e5fb9db9dd8a67f30ffc567bae7bcddb9daf461bfc4e,reference_only
cb56b9b272,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0385_c0d11033eab8.wav,f95e9a5c4c7f33fee9315479c77601ef4bfd3430bcacf624f28ad7ed7e12ff43,reference_only
cd6b274756,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0013_787b3b17faad.wav,43b2503b128d68f66094ee91b830404094bec7abb182ee27a7b7234fdccd1776,reference_only
cf985bf858,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0223_801655f5e5e8.wav,ec4edac505e3aa501a76ab6a8095f5047386cf25fc35c224d5f5c786cd1b8535,heldout
cfb936d14b,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0156_48ce3ea0918f.wav,901e72674e3ec947759d876d5169a4c31b548fb99cac4f75892b6874740464e2,heldout
cfd7e08376,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0018_39e73630f43c.wav,03218a661dbd0e39bf636b07c2e99438464c9c884cee01cc0c48bb4ecea95014,reference_only
d51b3f1e9a,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0117_d5f69168ea1c.wav,c8c6274d1d940af6c74a68881b943580bb71f618800ed3c2782009142186da54,reference_only
d5c877d981,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0110_2e424726f7ec.wav,2073aff220ad9f542c0a6f279bd101b198f0a0f42fccb83483da3fa8777d1045,reference_only
d5de275976,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0250_e8b755a84a0d.wav,80a1ea27aff2eb909290b5de142b998af240d7c79d40142b64308cef6a79dcba,reference_only
d7a9a10b56,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0606_418aa78713d9.wav,b6f5ce8193ed17be850225448409db106337f55e631c6a85731b5d51d87ecc60,reference_only
d8ebcccbe8,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0153_10b8552cf5af.wav,f8b146f6bbbf70086b6cb36f7449c482f02aac1a69575c809ad74807c40e85ff,reference_only
e0c37d70f7,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0004_135d175c5132.wav,ca9587b537a6fb1c32012d61f18a42f158b395094ac32a59e80cced9e7a1a7dc,reference_only
e29f8613a5,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0548_94fe5343553d.wav,5c53f6fb8871cbc1aa919fff8e6aa2c49bc932ccdf98119a28a69d02eedb46cb,reference_only
e8bde3e094,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0470_d418f7dcf6a8.wav,4b7e181e337d6d10daefb17977c759a69b20b732847769d30e24d807f5cb2956,reference_only
e97663c199,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0552_bcf31e098af0.wav,320db01acba84a530b9f7c366b7a5ac3b5c3f21104f30eb86ffd1ec326351758,reference_only
ecd650f632,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0528_0dbe28d0086c.wav,24e13afd71e9f24f756fdec34e7cad3582202a39170a6dcb77c8f6d31bbdc34d,reference_only
ee1c686eef,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0178_426aef858d6a.wav,61aba5a6bff238af139bdf42e55da5c26c2d7c7c1313bb31b850fe89162f5b60,heldout
efc9f29abe,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0480_dde3d7023a12.wav,22c025e2c749fba285564867961cbb2bb0fde468bcd32a85efdb881bc7f5a5d9,reference_only
f12aa92316,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0148_6322db97e0dc.wav,183882d1edd62895796a1d92ddb201b4ac314997a44ecda5e6639fee68b54e6a,reference_only
f4ba2c022f,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0503_7bde6b74b0bd.wav,003c4b10dd3fa9561bf00c925d65932a05e67b1e01f130abe7e42d849986c5a5,heldout
f59253d6e0,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0378_df8ae0b4e89e.wav,e25251591f21d43246d0a138b4f514e3e247968c2b7a2612c0605d7f254dc18c,reference_only
f6055b026c,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0181_4a745e5475ed.wav,87c49d85f200e3fe7cbe97583bca49f99a51f26b71248b18408f6ea66555a99b,reference_only
f6a675aa1a,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0475_70f31eededf2.wav,fb30593110642e0dd9f3ef06fa6bccf700f77d76c7d56a35010159b16cd9ae76,reference_only
f94b389a30,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0628_28952d1a4b83.wav,4fca20c07654031c5d646c41cf099f9fad5927b6027f1234fe989a60c30a3dd7,reference_only
fb046871a7,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0677_433b5bab9af2.wav,799299cbc2c40704535ba5bc7d550a1336dfdc5833d08beb063e44369e1efeb0,reference_only
fc14994663,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0252_b907516a65fc.wav,2664ffc19acb67ea4fdac854a760257555e566b37c1bb419f214a2389723e51a,reference_only
ff99cc7c12,yes,yes,CXY;adjudication;legacy_pre_amendment;original_media;single_rater,adjudication,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0075_1b2aad741e6c.wav,f3ad8709e7527e98f8503b22a37715bce824835bc833b307a96a7beeb71413b6,reference_only
33c9eed219,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0458_e87ad357f1dc.flac,b30b1d4076c78af39fa4151a214e916160de6960196efbff3c4506cb1a59da49,reference_only
923c5f64e1,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0442_b851c112731a.flac,cf9601081ba07a219663db16e2c38e3a1f98f25afcf064ce8397f14c892c1265,reference_only
14df153618,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0572_de34dd4a9828.flac,bd609fbb149be3a7c63651245502b761cb8c0253aba002e415614f39aba2003b,reference_only
15d597fdf8,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0582_8d2153d7e3aa.flac,16efe2d3dcc4b7dff1fd0782303ad4c77fbe81bb0220e22f7f6450f74d6a7d83,reference_only
86d309e93b,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0037_7370940bf1a8.flac,bf6121786ce71d6dcd3aeafbdf685f2f6d54a6432cdb061de33d108099dfd79c,heldout
7056d9cbc9,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0256_ed28eaa9f22c.flac,6afdea7c328fb889a65ddad21d5f9c5acb4e79574038fe4c27ed636ee2a859e3,reference_only
c96ae83403,no,no,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0683_4ccc666fc57d.flac,a2e10bbf4a527a5b951324e2a441cdb159fb2b69c9e468f45a113bd507b82297,heldout
78ef8aca62,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0030_61dd0835fc9a.flac,02e4a6a3460f81e839b3633336946ecf99bc9e815c33b70ab102959f6b26933c,heldout
eea0a81585,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0614_0639947cd40b.flac,46f7966430cad85c0b36d5e9a7787d854d9a0a3258a3cd9e73e1d5bdbe333cd7,reference_only
e1c09449b3,yes,yes,CXY;rare_basin;legacy_pre_amendment;original_media;single_rater,rare_basin,CXY,LEGACY_NON_PRIMARY,original,/XYFS02/HDD_POOL/paratera_xy/pxy1289/HaocunYe/Research/AudioDiffusion/orbit-research/adsr_phase2_20260604/paper_prep/validation_A_prime/primary_package_20260709/media/aprime_0418_381620104ef8.flac,70af6302a81baac757531d906fa400bc00dc94c0ace1e7aad9d02d459ad5fe8d,reference_only
